title,distributor,summary,theaters_count,week_gross,total_gross,sales_ending_week
The Old Oak,Kino Lorber,"The future for the last remaining pub, The Old Oak, in a village of Northeast England, where people are leaving the land as the mines are closed. Houses are cheap and available, thus making it an ideal location for Syrian refugees.",11,"$7,522","$222,340",2024-01-11
Return to Reason: Four Films by Man Ray,Janus Films,"An anthology of four Man Ray short films, with original music by SQÜRL (Jim Jarmusch and Carter Logan). Includes the films L'étoile de mer (1928), Emak-Bakia (1927), Le retour à la raison (1923) and Les Mystères du Château du Dé (1929).",3,"$5,875","$19,216",2024-01-11
Irena's Vow,Quiver Distribution,"Through the eyes of a strong-willed woman comes the remarkable story of Irena Gut, and the triumphs of the human spirit over devastating tragedy, as she risked her life to save a generation of Jews from the atrocities of the Holocaust.",11,"$5,194","$1,193,687",2024-01-11
Taking Venice,Kino Lorber,"In 1964, American art insiders orchestrate an audacious plan to win the Venice Biennale's top prize with controversial artist Robert Rauschenberg, turning a prestigious art show into a Cold War cultural battleground.",6,"$5,043","$42,539",2024-01-11
Remembering Gene Wilder,Kino Lorber,A special tribute documentary honoring Gene Wilder's life and career.,5,"$4,739","$157,290",2024-01-11
The Beast,Janus Films,In the near future artificial intelligence is in control of everyone's lives and human emotions are perceived as a threat.,10,"$4,122","$401,650",2024-01-11
What You Wish For,Magnet Releasing,"A down-on-his-luck chef with gambling problems flees to a Latin American villa, where he assumes the identity of another man.",16,"$4,083","$4,083",2024-01-11
Solo,Music Box Films,"Follows Simon, who must deal with the disappointment of two impossible loves: a passionate but destructive crush on Oliver and a distant and cold relationship with his mother Claire, who has just moved back in after a 15-year absence.",4,"$3,916","$7,480",2024-01-11
It's Only Life After All,Oscilloscope,"Known for stirring harmonies and socially conscious lyrics, iconic folk rock duo Indigo Girls are the subject of this intimate and insightful documentary, which tracks their decades-long career.",7,"$3,456","$226,235",2024-01-11
Nostalghia2024 Re-release,Kino Lorber,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",2,"$2,168","$229,438",2024-01-11
We Grown Now,Sony Pictures Releasing,"Two young boys, best friends Malik and Eric, discover the joys and hardships of growing up in the sprawling Cabrini-Green public housing complex in 1992 Chicago.",7,"$1,783","$293,488",2024-01-11
The Feeling That the Time for Doing Something Has Passed,Magnolia Pictures,"A mosaic-style comedy following the life of a woman as time passes in her long-term casual BDSM relationship, low-level corporate job, and quarrelsome Jewish family.",7,"$1,412","$78,299",2024-01-11
Mars Express,GKIDS,"Set in the 23rd century on Mars, the plot follows the investigation on a murder case carried out by the couple formed by private investigator Aline Ruby and her android companion Carlos Rivera.",3,"$1,292","$200,581",2024-01-11
Cabrini,Angel Studios,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children.",4,$946,"$19,507,504",2024-01-11
Ennio,Music Box Films,A documentary on the legendary film composer Ennio Morricone.,1,$945,"$79,630",2024-01-11
Omen,Utopia,"After spending years in Belgium, a young Congolese man returns to his birthplace of Kinshasa to confront the intricacies of his family and culture.",2,$891,"$10,895",2024-01-11
Limbo,Music Box Films,'Limbo' follows the investigation of a twenty year-old outback cold case murder by jaded detective Travis Hurley.,1,$705,"$44,602",2024-01-11
Hard Miles,Blue Fox Entertainment,"A prison social worker assembles a cycling team of teenage convicts and takes them on a transformative 1,000-mile ride. Inspired by the life of Greg Townsend and the Ridgeview Academy cycling team.",2,$506,"$381,051",2024-01-11
Lost Soulz,Kino Lorber,"A young rapper leaves everything behind and embarks on an odyssey of self-discovery, music, and friendship in the heart of Texas.",4,$420,"$23,521",2024-01-11
Glitter & Doom,Music Box Films,"Serious musician Doom and free-spirited circus kid Glitter begin a summer romance, but their relationship is tested as they try to make it in the music business.",1,$74,"$18,885",2024-01-11
Bad Boys: Ride or Die,Sony Pictures Releasing,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name.","3,885","$79,240,120","$79,240,120",2024-01-11
The Garfield Movie,Sony Pictures Releasing,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.","3,959","$14,911,773","$73,524,610",2024-01-11
IF,Paramount Pictures,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,"3,582","$11,938,973","$97,458,761",2024-01-11
The Watchers,Warner Bros.,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.","3,351","$10,000,279","$10,000,279",2024-01-11
Kingdom of the Planet of the Apes,20th Century Studios,"Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.","3,155","$8,231,309","$152,604,082",2024-01-11
Furiosa: A Mad Max Saga,Warner Bros.,The origin story of renegade warrior Furiosa before her encounter and teamup with Mad Max.,"2,984","$6,237,170","$60,700,707",2024-01-11
The Fall Guy,Universal Pictures,"A stuntman, fresh off an almost career-ending accident, has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.","2,410","$3,984,735","$86,406,300",2024-01-11
The Strangers: Chapter 1,Lionsgate,"After their car breaks down in an eerie small town, a young couple is forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motive.","2,016","$2,767,360","$33,136,299",2024-01-11
The Lord of the Rings: The Fellowship of the Ring2024 Re-release,Fathom Events,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"1,529","$2,456,745","$2,456,745",2024-01-11
The Lord of the Rings: The Two Towers2024 Re-release,Fathom Events,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","1,549","$1,910,940","$1,910,940",2024-01-11
The Lord of the Rings: The Return of the King2024 Re-release,Fathom Events,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"1,172","$1,781,652","$1,781,652",2024-01-11
Haikyu!! The Dumpster Battle,Crunchyroll,"Despite a strong field, the Karasuno High volleyball team advances past the preliminary round of the Harutaka tournament in Miyagi prefecture to reach the third round.","1,119","$1,470,365","$6,433,917",2024-01-11
In a Violent Nature,IFC Films,"When a locket is removed from a collapsed fire tower in the woods that entombs the rotting corpse of Johnny, a vengeful spirit spurred on by a horrific 70-year old crime, his body is resurrected and becomes hellbent on retrieving it.","1,266","$1,020,621","$4,022,491",2024-01-11
Challengers,Amazon MGM Studios,"Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend and Tashi's ex-boyfriend.",517,"$686,739","$49,721,674",2024-01-11
Ezra,Bleecker Street Media,A stand-up comedy writer navigates the complexities of living with his father while co-parenting his autistic son with his former spouse. He grapples with hurdles as he balances family responsibilities and his career.,"1,145","$679,522","$2,461,552",2024-01-11
Summer Camp,Roadside Attractions,"Follows Nora, Ginny, and Mary, three childhood best friends who used to spend every summer at a sleep away camp together. After years, when the opportunity to get back together for a summer camp reunion presents itself, they all seize it.","1,333","$569,878","$2,315,430",2024-01-11
I Saw the TV Glow,A24,A teenager just trying to make it through life in the suburbs is introduced by a classmate to a mysterious late-night TV show.,227,"$513,135","$4,451,190",2024-01-11
Sight,Angel Studios,"When a blind orphan arrives in his waiting room seeking a miracle, a world-renowned eye surgeon must confront his past--and draw on the resilience he gained growing up in China during the Cultural Revolution--to try to restore her sight.",634,"$455,743","$7,010,522",2024-01-11
Babes,Neon,"Lifelong friends Eden and Dawn, one single and wanting a baby, the other already a mother, navigate challenges to their bond when Eden pursues pregnancy alone after a one-night stand.",438,"$362,191","$3,363,859",2024-01-11
Tarot,Screen Gems,"When a group of friends recklessly violates the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",247,"$325,112","$18,417,865",2024-01-11
Run Lola Run25th Anniversary,Sony Pictures Classics,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",275,"$251,283","$251,283",2024-01-11
